destination,month,count
KDFW,2021-06-01,28127.0
KORD,2021-06-01,31025.0
VIDP,2021-06-01,7457.0
OMDB,2021-06-01,7569.0
KLAX,2021-06-01,21402.0
KLAS,2021-06-01,18455.0
EDDF,2021-06-01,9594.0
EGLL,2021-06-01,6700.0
KJFK,2021-06-01,13531.0
WMKK,2021-06-01,459.0
LFPG,2021-06-01,8858.0
LEMD,2021-06-01,8543.0
KDEN,2021-06-01,26166.0
KSFO,2021-06-01,10890.0
YSSY,2021-06-01,7774.0
KMIA,2021-06-01,16050.0
UUEE,2021-06-01,10696.0
VABB,2021-06-01,4039.0
EHAM,2021-06-01,9661.0
KPHX,2021-06-01,17184.0
EDDM,2021-06-01,5379.0
KSEA,2021-06-01,16860.0
LTBA,2021-06-01,1727.0
KBOS,2021-06-01,12014.0
RPLL,2021-06-01,3321.0
LIRF,2021-06-01,4256.0
SBGR,2021-06-01,5902.0
YMML,2021-06-01,3557.0
CYYZ,2021-06-01,4557.0
RCTP,2021-06-01,3343.0
VOBL,2021-06-01,3167.0
KLGA,2021-06-01,7587.0
KIAH,2021-06-01,132.0
KFLL,2021-06-01,11738.0
KMSP,2021-06-01,13590.0
OTHH,2021-06-01,6281.0
LSZH,2021-06-01,4670.0
YBBN,2021-06-01,6185.0
LTFJ,2021-06-01,7866.0
ESSA,2021-06-01,2898.0
MMMX,,
KPHL,2021-06-01,13273.0
KEWR,2021-06-01,12158.0
EKCH,2021-06-01,3566.0
RJBB,2021-06-01,2147.0
LOWW,2021-06-01,4840.0
KHHR,2021-06-01,2232.0
EGKK,2021-06-01,725.0
WIII,2021-06-01,2526.0
VHHH,2021-06-01,5568.0
LFPO,2021-06-01,4598.0
KSAN,2021-06-01,7437.0
VOMM,2021-06-01,2133.0
KIAD,2021-06-01,9819.0
NZAA,2021-06-01,2482.0
KDTW,2021-06-01,11355.0
KCLT,2021-06-01,22781.0
EDDT,2021-06-01,55.0
RJTK,2021-06-01,22.0
KDCA,2021-06-01,7536.0
KDAL,2021-06-01,9292.0
SBSP,2021-06-01,2857.0
UUDD,2021-06-01,7296.0
LIMC,2021-06-01,4693.0
RJTT,2021-06-01,9964.0
EDDL,2021-06-01,2949.0
LSGG,2021-06-01,3191.0
LPPT,2021-06-01,3608.0
KSJC,2021-06-01,5554.0
UUWW,2021-06-01,6917.0
EIDW,2021-06-01,2499.0
EGSS,2021-06-01,3348.0
KOAK,2021-06-01,6348.0
EBMB,2021-06-01,1254.0
YPPH,2021-06-01,4550.0
CYVR,2021-06-01,4006.0
EFHK,2021-06-01,2007.0
KLDJ,2021-06-01,1139.0
KSTL,2021-06-01,5998.0
KSNA,2021-06-01,8315.0
KRDU,2021-06-01,6571.0
KBWI,2021-06-01,8728.0
RJFF,2021-06-01,2482.0
LEBL,2021-06-01,6524.0
EDDH,2021-06-01,2515.0
EGCC,2021-06-01,1882.0
KIND,2021-06-01,7459.0
OMAA,2021-06-01,280.0
SBBR,2021-06-01,2656.0
LIML,2021-06-01,2926.0
KTEB,2021-06-01,6066.0
EPWA,2021-06-01,3944.0
KHOU,2021-06-01,4581.0
EGGW,2021-06-01,2143.0
KMDW,2021-06-01,8360.0
OBBI,2021-06-01,1829.0
KPDX,2021-06-01,6705.0
PANC,2021-06-01,11632.0
LKPR,2021-06-01,2293.0
KAPA,2021-06-01,6885.0
