destination,month,count
KDFW,2021-07-01,29366.0
KORD,2021-07-01,35206.0
VIDP,2021-07-01,10052.0
OMDB,2021-07-01,7207.0
KLAX,2021-07-01,23381.0
KLAS,2021-07-01,19980.0
EDDF,2021-07-01,13260.0
EGLL,2021-07-01,8239.0
KJFK,2021-07-01,14520.0
WMKK,2021-07-01,1018.0
LFPG,2021-07-01,13117.0
LEMD,2021-07-01,11328.0
KDEN,2021-07-01,28270.0
KSFO,2021-07-01,12310.0
YSSY,2021-07-01,3347.0
KMIA,2021-07-01,16922.0
UUEE,2021-07-01,12097.0
VABB,2021-07-01,5516.0
EHAM,2021-07-01,14187.0
KPHX,2021-07-01,18579.0
EDDM,2021-07-01,7759.0
KSEA,2021-07-01,18114.0
LTBA,2021-07-01,3324.0
KBOS,2021-07-01,13391.0
RPLL,2021-07-01,3015.0
LIRF,2021-07-01,6151.0
SBGR,2021-07-01,7541.0
YMML,2021-07-01,3698.0
CYYZ,2021-07-01,6909.0
RCTP,2021-07-01,3506.0
VOBL,2021-07-01,4644.0
KLGA,2021-07-01,8318.0
KIAH,2021-07-01,181.0
KFLL,2021-07-01,11957.0
KMSP,2021-07-01,14503.0
OTHH,2021-07-01,6992.0
LSZH,2021-07-01,7205.0
YBBN,2021-07-01,5002.0
LTFJ,2021-07-01,9905.0
ESSA,2021-07-01,4076.0
MMMX,2021-07-01,1.0
KPHL,2021-07-01,13969.0
KEWR,2021-07-01,13326.0
EKCH,2021-07-01,5997.0
RJBB,2021-07-01,2621.0
LOWW,2021-07-01,7331.0
KHHR,2021-07-01,2116.0
EGKK,2021-07-01,1015.0
WIII,,
VHHH,2021-07-01,5866.0
LFPO,2021-07-01,7139.0
KSAN,2021-07-01,8081.0
VOMM,2021-07-01,2921.0
KIAD,2021-07-01,11907.0
NZAA,2021-07-01,3430.0
KDTW,2021-07-01,12029.0
KCLT,2021-07-01,23402.0
EDDT,2021-07-01,47.0
RJTK,2021-07-01,28.0
KDCA,2021-07-01,8115.0
KDAL,2021-07-01,9144.0
SBSP,2021-07-01,4014.0
UUDD,2021-07-01,8020.0
LIMC,2021-07-01,6495.0
RJTT,2021-07-01,11439.0
EDDL,2021-07-01,5038.0
LSGG,2021-07-01,5097.0
LPPT,2021-07-01,5639.0
KSJC,2021-07-01,5657.0
UUWW,2021-07-01,7208.0
EIDW,2021-07-01,4075.0
EGSS,2021-07-01,4806.0
KOAK,2021-07-01,6521.0
EBMB,2021-07-01,1778.0
YPPH,2021-07-01,4349.0
CYVR,2021-07-01,5635.0
EFHK,2021-07-01,2673.0
KLDJ,2021-07-01,845.0
KSTL,2021-07-01,6406.0
KSNA,2021-07-01,8908.0
KRDU,2021-07-01,6979.0
KBWI,2021-07-01,9139.0
RJFF,2021-07-01,2938.0
LEBL,2021-07-01,9725.0
EDDH,2021-07-01,3495.0
EGCC,2021-07-01,3039.0
KIND,2021-07-01,8044.0
OMAA,2021-07-01,240.0
SBBR,2021-07-01,3194.0
LIML,2021-07-01,3676.0
KTEB,2021-07-01,6031.0
EPWA,2021-07-01,5160.0
KHOU,2021-07-01,4712.0
EGGW,2021-07-01,2768.0
KMDW,2021-07-01,9103.0
OBBI,2021-07-01,1946.0
KPDX,2021-07-01,7546.0
PANC,2021-07-01,12757.0
LKPR,2021-07-01,3276.0
KAPA,2021-07-01,7128.0
