destination,month,count
KDFW,2020-10-01,20573.0
KORD,2020-10-01,20103.0
VIDP,2020-10-01,9672.0
OMDB,2020-10-01,7547.0
KLAX,2020-10-01,13141.0
KLAS,2020-10-01,12973.0
EDDF,2020-10-01,8212.0
EGLL,2020-10-01,9007.0
KJFK,2020-10-01,7254.0
WMKK,2020-10-01,2219.0
LFPG,2020-10-01,7816.0
LEMD,2020-10-01,5483.0
KDEN,2020-10-01,15204.0
KSFO,2020-10-01,8335.0
YSSY,2020-10-01,3501.0
KMIA,2020-10-01,8589.0
UUEE,2020-10-01,7102.0
VABB,2020-10-01,5318.0
EHAM,2020-10-01,8852.0
KPHX,2020-10-01,12812.0
EDDM,2020-10-01,5137.0
KSEA,2020-10-01,13042.0
LTBA,2020-10-01,1654.0
KBOS,2020-10-01,7129.0
RPLL,2020-10-01,2659.0
LIRF,2020-10-01,4014.0
SBGR,2020-10-01,5760.0
YMML,2020-10-01,1162.0
CYYZ,2020-10-01,4700.0
RCTP,2020-10-01,4011.0
VOBL,2020-10-01,5426.0
KLGA,2020-10-01,3673.0
KIAH,2020-10-01,94.0
KFLL,2020-10-01,6775.0
KMSP,2020-10-01,9319.0
OTHH,2020-10-01,5313.0
LSZH,2020-10-01,3877.0
YBBN,2020-10-01,3708.0
LTFJ,2020-10-01,6895.0
ESSA,2020-10-01,3002.0
MMMX,2020-10-01,3998.0
KPHL,2020-10-01,7596.0
KEWR,2020-10-01,8629.0
EKCH,2020-10-01,3585.0
RJBB,2020-10-01,2287.0
LOWW,2020-10-01,3417.0
KHHR,2020-10-01,2831.0
EGKK,2020-10-01,1662.0
WIII,,
VHHH,2020-10-01,5568.0
LFPO,2020-10-01,4222.0
KSAN,2020-10-01,4795.0
VOMM,2020-10-01,2021.0
KIAD,2020-10-01,7103.0
NZAA,2020-10-01,3321.0
KDTW,2020-10-01,9603.0
KCLT,2020-10-01,16625.0
EDDT,2020-10-01,2627.0
RJTK,2020-10-01,1196.0
KDCA,2020-10-01,3492.0
KDAL,2020-10-01,7340.0
SBSP,2020-10-01,2396.0
UUDD,2020-10-01,5768.0
LIMC,2020-10-01,3816.0
RJTT,2020-10-01,8626.0
EDDL,2020-10-01,2978.0
LSGG,2020-10-01,2378.0
LPPT,2020-10-01,3242.0
KSJC,2020-10-01,3743.0
UUWW,2020-10-01,5665.0
EIDW,2020-10-01,2663.0
EGSS,2020-10-01,3319.0
KOAK,2020-10-01,5018.0
EBMB,2020-10-01,1105.0
YPPH,2020-10-01,3837.0
CYVR,2020-10-01,4062.0
EFHK,2020-10-01,1851.0
KLDJ,2020-10-01,768.0
KSTL,2020-10-01,4422.0
KSNA,2020-10-01,6360.0
KRDU,2020-10-01,4696.0
KBWI,2020-10-01,7103.0
RJFF,2020-10-01,2610.0
LEBL,2020-10-01,3342.0
EDDH,2020-10-01,2436.0
EGCC,2020-10-01,2424.0
KIND,2020-10-01,4013.0
OMAA,2020-10-01,1578.0
SBBR,2020-10-01,2719.0
LIML,2020-10-01,1926.0
KTEB,2020-10-01,3717.0
EPWA,2020-10-01,3009.0
KHOU,2020-10-01,2089.0
EGGW,2020-10-01,2584.0
KMDW,2020-10-01,6122.0
OBBI,2020-10-01,1188.0
KPDX,2020-10-01,5944.0
PANC,2020-10-01,7399.0
LKPR,2020-10-01,1403.0
KAPA,2020-10-01,6253.0
