destination,month,count
KDFW,2021-03-01T00:00:00.000+01:00,22932
KORD,2021-03-01T00:00:00.000+01:00,21057
VIDP,2021-03-01T00:00:00.000+01:00,13790
OMDB,2021-03-01T00:00:00.000+01:00,8196
KLAX,2021-03-01T00:00:00.000+01:00,15627
KLAS,2021-03-01T00:00:00.000+01:00,14138
EDDF,2021-03-01T00:00:00.000+01:00,6356
EGLL,2021-03-01T00:00:00.000+01:00,4671
KJFK,2021-03-01T00:00:00.000+01:00,8835
WMKK,2021-03-01T00:00:00.000+01:00,2310
LFPG,2021-03-01T00:00:00.000+01:00,6370
LEMD,2021-03-01T00:00:00.000+01:00,5261
KDEN,2021-03-01T00:00:00.000+01:00,18972
KSFO,2021-03-01T00:00:00.000+01:00,8227
YSSY,2021-03-01T00:00:00.000+01:00,7762
KMIA,2021-03-01T00:00:00.000+01:00,14854
UUEE,2021-03-01T00:00:00.000+01:00,6642
VABB,2021-03-01T00:00:00.000+01:00,7947
EHAM,2021-03-01T00:00:00.000+01:00,5956
KPHX,2021-03-01T00:00:00.000+01:00,16503
EDDM,2021-03-01T00:00:00.000+01:00,2296
KSEA,2021-03-01T00:00:00.000+01:00,13797
LTBA,2021-03-01T00:00:00.000+01:00,1494
KBOS,2021-03-01T00:00:00.000+01:00,7663
RPLL,2021-03-01T00:00:00.000+01:00,2871
LIRF,2021-03-01T00:00:00.000+01:00,2298
SBGR,2021-03-01T00:00:00.000+01:00,5011
YMML,2021-03-01T00:00:00.000+01:00,5016
CYYZ,2021-03-01T00:00:00.000+01:00,3276
RCTP,2021-03-01T00:00:00.000+01:00,4058
VOBL,2021-03-01T00:00:00.000+01:00,6874
KLGA,2021-03-01T00:00:00.000+01:00,4565
KIAH,2021-03-01T00:00:00.000+01:00,88
KFLL,2021-03-01T00:00:00.000+01:00,11305
KMSP,2021-03-01T00:00:00.000+01:00,11476
OTHH,2021-03-01T00:00:00.000+01:00,6236
LSZH,2021-03-01T00:00:00.000+01:00,2337
YBBN,2021-03-01T00:00:00.000+01:00,5852
LTFJ,2021-03-01T00:00:00.000+01:00,5775
ESSA,2021-03-01T00:00:00.000+01:00,1908
MMMX,2021-03-01T00:00:00.000+01:00,7
KPHL,2021-03-01T00:00:00.000+01:00,8174
KEWR,2021-03-01T00:00:00.000+01:00,9446
EKCH,2021-03-01T00:00:00.000+01:00,1684
RJBB,2021-03-01T00:00:00.000+01:00,2033
LOWW,2021-03-01T00:00:00.000+01:00,2095
KHHR,2021-03-01T00:00:00.000+01:00,1951
EGKK,2021-03-01T00:00:00.000+01:00,290
WIII,2021-03-01T00:00:00.000+01:00,102
VHHH,2021-03-01T00:00:00.000+01:00,5330
LFPO,2021-03-01T00:00:00.000+01:00,2069
KSAN,2021-03-01T00:00:00.000+01:00,5430
VOMM,2021-03-01T00:00:00.000+01:00,4317
KIAD,2021-03-01T00:00:00.000+01:00,7785
NZAA,2021-03-01T00:00:00.000+01:00,2657
KDTW,2021-03-01T00:00:00.000+01:00,9777
KCLT,2021-03-01T00:00:00.000+01:00,20659
EDDT,2021-03-01T00:00:00.000+01:00,42
RJTK,2021-03-01T00:00:00.000+01:00,84
KDCA,2021-03-01T00:00:00.000+01:00,4297
KDAL,2021-03-01T00:00:00.000+01:00,8204
SBSP,2021-03-01T00:00:00.000+01:00,2308
UUDD,2021-03-01T00:00:00.000+01:00,5075
LIMC,2021-03-01T00:00:00.000+01:00,2781
RJTT,2021-03-01T00:00:00.000+01:00,9294
EDDL,2021-03-01T00:00:00.000+01:00,1371
LSGG,2021-03-01T00:00:00.000+01:00,1771
LPPT,2021-03-01T00:00:00.000+01:00,1346
KSJC,2021-03-01T00:00:00.000+01:00,4164
UUWW,2021-03-01T00:00:00.000+01:00,4937
EIDW,2021-03-01T00:00:00.000+01:00,1399
EGSS,2021-03-01T00:00:00.000+01:00,1287
KOAK,2021-03-01T00:00:00.000+01:00,5328
EBMB,2021-03-01T00:00:00.000+01:00,803
YPPH,2021-03-01T00:00:00.000+01:00,4638
CYVR,2021-03-01T00:00:00.000+01:00,2957
EFHK,2021-03-01T00:00:00.000+01:00,1423
KLDJ,2021-03-01T00:00:00.000+01:00,528
KSTL,2021-03-01T00:00:00.000+01:00,4673
KSNA,2021-03-01T00:00:00.000+01:00,6867
KRDU,2021-03-01T00:00:00.000+01:00,5338
KBWI,2021-03-01T00:00:00.000+01:00,7682
RJFF,2021-03-01T00:00:00.000+01:00,1447
LEBL,2021-03-01T00:00:00.000+01:00,2320
EDDH,2021-03-01T00:00:00.000+01:00,1141
EGCC,2021-03-01T00:00:00.000+01:00,798
KIND,2021-03-01T00:00:00.000+01:00,7002
OMAA,2021-03-01T00:00:00.000+01:00,495
SBBR,2021-03-01T00:00:00.000+01:00,2136
LIML,2021-03-01T00:00:00.000+01:00,1322
KTEB,2021-03-01T00:00:00.000+01:00,4604
EPWA,2021-03-01T00:00:00.000+01:00,1911
KHOU,2021-03-01T00:00:00.000+01:00,3323
EGGW,2021-03-01T00:00:00.000+01:00,1026
KMDW,2021-03-01T00:00:00.000+01:00,6276
OBBI,2021-03-01T00:00:00.000+01:00,1448
KPDX,2021-03-01T00:00:00.000+01:00,5957
PANC,2021-03-01T00:00:00.000+01:00,3017
LKPR,2021-03-01T00:00:00.000+01:00,986
KAPA,2021-03-01T00:00:00.000+01:00,5238
