destination,month,count
KDFW,2020-09-01,19185.0
KORD,2020-09-01,20059.0
VIDP,2020-09-01,5254.0
OMDB,2020-09-01,6214.0
KLAX,2020-09-01,12262.0
KLAS,2020-09-01,11281.0
EDDF,2020-09-01,8121.0
EGLL,2020-09-01,7282.0
KJFK,2020-09-01,6300.0
WMKK,2020-09-01,3494.0
LFPG,2020-09-01,8645.0
LEMD,2020-09-01,5805.0
KDEN,2020-09-01,11331.0
KSFO,2020-09-01,7785.0
YSSY,2020-09-01,2924.0
KMIA,2020-09-01,7279.0
UUEE,2020-09-01,7474.0
VABB,2020-09-01,4083.0
EHAM,2020-09-01,9422.0
KPHX,2020-09-01,11452.0
EDDM,2020-09-01,5781.0
KSEA,2020-09-01,12345.0
LTBA,2020-09-01,1517.0
KBOS,2020-09-01,6861.0
RPLL,2020-09-01,2600.0
LIRF,2020-09-01,4243.0
SBGR,2020-09-01,4545.0
YMML,2020-09-01,1125.0
CYYZ,2020-09-01,4696.0
RCTP,2020-09-01,3628.0
VOBL,2020-09-01,4602.0
KLGA,2020-09-01,3651.0
KIAH,2020-09-01,98.0
KFLL,2020-09-01,4929.0
KMSP,2020-09-01,7925.0
OTHH,2020-09-01,4823.0
LSZH,2020-09-01,4216.0
YBBN,2020-09-01,3631.0
LTFJ,2020-09-01,6895.0
ESSA,2020-09-01,2850.0
MMMX,2020-09-01,1411.0
KPHL,2020-09-01,7483.0
KEWR,2020-09-01,7440.0
EKCH,2020-09-01,3949.0
RJBB,2020-09-01,2186.0
LOWW,2020-09-01,4466.0
KHHR,2020-09-01,2089.0
EGKK,2020-09-01,2683.0
WIII,,
VHHH,2020-09-01,5390.0
LFPO,2020-09-01,4500.0
KSAN,2020-09-01,4441.0
VOMM,2020-09-01,425.0
KIAD,2020-09-01,6850.0
NZAA,2020-09-01,331.0
KDTW,2020-09-01,8192.0
KCLT,2020-09-01,15378.0
EDDT,2020-09-01,2691.0
RJTK,2020-09-01,671.0
KDCA,2020-09-01,3546.0
KDAL,2020-09-01,6954.0
SBSP,2020-09-01,1386.0
UUDD,2020-09-01,7031.0
LIMC,2020-09-01,4358.0
RJTT,2020-09-01,7601.0
EDDL,2020-09-01,3348.0
LSGG,2020-09-01,2761.0
LPPT,2020-09-01,3448.0
KSJC,2020-09-01,3604.0
UUWW,2020-09-01,5493.0
EIDW,2020-09-01,3363.0
EGSS,2020-09-01,4176.0
KOAK,2020-09-01,4664.0
EBMB,2020-09-01,673.0
YPPH,2020-09-01,3660.0
CYVR,2020-09-01,3958.0
EFHK,2020-09-01,1954.0
KLDJ,2020-09-01,659.0
KSTL,2020-09-01,4469.0
KSNA,2020-09-01,6003.0
KRDU,2020-09-01,4232.0
KBWI,2020-09-01,6987.0
RJFF,2020-09-01,2286.0
LEBL,2020-09-01,4671.0
EDDH,2020-09-01,2669.0
EGCC,2020-09-01,3142.0
KIND,2020-09-01,5814.0
OMAA,2020-09-01,1354.0
SBBR,2020-09-01,2136.0
LIML,2020-09-01,2105.0
KTEB,2020-09-01,3309.0
EPWA,2020-09-01,3564.0
KHOU,2020-09-01,1992.0
EGGW,2020-09-01,3533.0
KMDW,2020-09-01,5939.0
OBBI,2020-09-01,1073.0
KPDX,2020-09-01,5487.0
PANC,2020-09-01,8016.0
LKPR,2020-09-01,2053.0
KAPA,2020-09-01,6422.0
